1,1,1,6,1,1,0,1,2,1,2,0,0,6851.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,2,2,6,2,2,0,1,1,1,2,1,1,5435.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,3,1,5,1,1,0,1,2,2,2,0,0,14410,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,4,2,5,2,2,0,1,2,2,2,1,1,9056.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,1,1,6,1,1,0,1,1,1,1,1,1,3665.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,2,1,5,1,1,0,1,2,1,1,1,1,3927.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,3,2,6,2,2,0,1,1,2,2,1,1,4587.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,4,2,5,2,2,0,1,2,2,2,1,1,3322,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,1,1,6,1,1,0,1,2,2,1,1,1,2941.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,2,2,5,2,2,0,1,2,1,2,1,1,2927.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,3,2,6,2,2,0,1,1,1,2,1,1,4729.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,4,1,5,1,1,0,1,2,2,1,1,1,5613.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,1,2,6,2,2,0,1,2,1,2,1,1,3467,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,2,1,6,1,1,0,1,2,1,1,1,1,2544,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,3,1,5,1,1,0,1,2,2,2,0,0,6611.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,4,2,5,2,2,0,1,2,2,2,1,1,2346.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,1,1,5,1,1,0,1,1,1,1,1,1,2597.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,2,2,5,2,2,0,1,2,1,2,1,1,4035.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,3,1,6,1,1,0,1,1,2,1,1,1,2490.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,4,2,6,2,2,0,1,2,2,2,1,1,2359.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,1,2,5,2,2,0,1,1,1,2,1,1,2829.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,2,1,6,1,1,0,1,1,2,1,1,1,2132.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,3,1,5,1,1,0,1,2,2,1,1,1,3456.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,4,2,6,2,2,0,1,1,1,2,1,1,2518.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
7,1,1,5,1,1,0,1,1,2,1,1,1,2209.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
7,2,1,6,1,1,0,1,1,1,1,1,1,2201,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
7,3,2,6,2,2,0,1,1,2,2,1,1,2866.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
7,4,2,5,2,2,0,1,1,1,2,1,1,3399.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
8,1,1,6,1,1,0,1,1,1,1,1,1,3415.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
8,2,2,6,2,2,0,1,2,2,2,1,1,2528.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
8,3,1,5,1,1,0,1,1,2,1,1,1,1852.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
8,4,2,5,2,2,0,1,2,1,2,1,1,2585.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
9,1,2,6,2,2,0,1,1,1,2,1,1,5202.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
9,2,1,5,1,1,0,1,2,1,1,1,1,2098.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
9,3,2,5,2,2,0,1,2,2,2,1,1,2695,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
9,4,1,6,1,1,0,1,2,2,1,1,1,2220.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
10,1,2,5,2,2,0,1,1,1,2,1,1,2979.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
10,2,2,6,2,2,0,1,2,1,2,1,1,2509.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
10,3,1,5,1,1,0,1,1,2,1,1,1,2066.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
10,4,1,6,1,1,0,1,2,2,1,1,1,1943.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
11,1,1,5,1,1,0,1,1,2,1,1,1,2632.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
11,2,2,6,2,2,0,1,1,1,2,1,1,2104.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
11,3,1,6,1,1,0,1,1,2,1,1,1,2060.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
11,4,2,5,2,2,0,1,2,1,2,1,1,2562.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
12,1,2,6,2,2,0,1,1,2,2,1,1,2260.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
12,2,1,6,1,1,0,1,1,1,1,1,1,2203.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
12,3,1,5,1,1,0,1,1,2,1,1,1,1732.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
12,4,2,5,2,2,0,1,1,1,2,1,1,2263.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
13,1,2,6,2,2,0,1,2,1,2,1,1,2077.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
13,2,1,6,1,1,0,1,1,2,1,1,1,1996,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
13,3,1,5,1,1,0,1,2,2,1,1,1,1955.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
13,4,2,5,2,2,0,1,1,1,2,1,1,1767.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
14,1,1,6,1,1,0,1,2,1,1,1,1,1960.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
14,2,2,5,2,2,0,1,2,2,2,1,1,2906.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
14,3,2,6,2,2,0,1,1,1,2,1,1,2239,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
14,4,1,5,1,1,0,1,1,2,1,1,1,2797.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
15,1,2,5,2,2,0,1,1,1,2,1,1,2342.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
15,2,1,5,1,1,0,1,2,2,1,1,1,3610.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
15,3,1,6,1,1,0,1,2,1,1,1,1,2323,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
15,4,2,6,2,2,0,1,2,2,2,1,1,2206.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
16,1,2,5,2,2,0,1,1,2,2,1,1,2145.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
16,2,1,6,1,1,0,1,2,1,1,1,1,2052.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
16,3,1,5,1,1,0,1,1,1,1,1,1,2531.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
16,4,2,6,2,2,0,1,2,2,2,1,1,2727.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
17,1,1,5,1,1,0,1,2,1,1,1,1,1939.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
17,2,1,6,1,1,0,1,2,2,1,1,1,2155,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
17,3,2,5,2,2,0,1,2,1,2,1,1,2189.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
17,4,2,6,2,2,0,1,2,2,2,1,1,1893.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
18,1,2,5,2,2,0,1,2,2,2,1,1,2832.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
18,2,2,6,2,2,0,1,1,2,2,1,1,2016.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
18,3,1,5,1,1,0,1,2,1,1,1,1,2077,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
18,4,1,6,1,1,0,1,2,1,1,1,1,3512.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
19,1,2,6,2,2,0,1,2,1,2,1,1,2043.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
19,2,1,5,1,1,0,1,1,1,1,1,1,4994.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
19,3,2,5,2,2,0,1,1,2,2,1,1,1746.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
19,4,1,6,1,1,0,1,1,2,1,1,1,1597.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
20,1,1,5,1,1,0,1,1,2,1,1,1,1774.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
20,2,2,6,2,2,0,1,2,2,2,1,1,2025.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
20,3,2,5,2,2,0,1,1,1,2,1,1,1775.5,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
20,4,1,6,1,1,0,1,1,1,1,1,1,1713.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
21,1,2,6,2,2,0,1,2,2,2,1,1,1783.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
21,2,1,6,1,1,0,1,1,2,1,1,1,1721.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
21,3,1,5,1,1,0,1,1,1,1,1,1,1796.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
21,4,2,5,2,2,0,1,1,1,2,1,1,1700.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
22,1,1,5,1,1,0,1,1,1,1,1,1,1578.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
22,2,2,6,2,2,0,1,1,1,2,1,1,2058.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
22,3,2,5,2,2,0,1,1,2,2,1,1,1818.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
22,4,1,6,1,1,0,1,2,2,1,1,1,1921.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
23,1,1,5,1,1,0,1,2,1,1,1,1,1612.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
23,2,2,6,2,2,0,1,2,1,2,1,1,1917.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
23,3,2,5,2,2,0,1,2,2,2,1,1,2233,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
23,4,1,6,1,1,0,1,2,2,1,1,1,1648.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
24,1,2,5,2,2,0,1,1,1,2,1,1,1598.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
24,2,1,6,1,1,0,1,1,2,1,1,1,2041.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
24,3,2,6,2,2,0,1,1,1,2,1,1,1864.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
24,4,1,5,1,1,0,1,2,2,1,1,1,1877.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,1,4,8,4,4,0,2,2,1,3,0,0,6288,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,2,3,7,3,3,0,2,2,2,3,1,1,2994.8,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,3,1,5,3,3,0,1,1,2,4,0,0,5428.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
1,4,2,6,4,4,0,1,1,1,4,1,1,3338.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,1,4,8,4,4,0,2,1,2,4,1,1,11572,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,2,3,7,3,3,0,2,2,1,3,1,1,3491.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,3,1,5,3,3,0,1,2,2,4,0,0,8609.4,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
2,4,2,6,4,4,0,1,2,1,4,1,1,4559.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,1,3,7,3,3,0,2,1,2,3,1,1,5720.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,2,2,6,4,4,0,1,1,2,4,1,1,4540,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,3,4,8,4,4,0,2,2,1,3,0,0,5133.6,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
3,4,1,5,3,3,0,1,1,1,3,1,1,4455.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,1,3,7,3,3,0,2,1,1,4,0,0,5837.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,2,4,8,4,4,0,2,1,2,4,1,1,12227,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,3,2,6,4,4,0,1,2,1,4,1,1,4334.7,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
4,4,1,5,3,3,0,1,2,2,3,1,1,2457.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,1,2,6,4,4,0,1,2,1,4,1,1,3976.1,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,2,1,5,3,3,0,1,1,2,3,1,1,2544.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,3,4,8,4,4,0,2,1,2,4,1,1,6234.9,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
5,4,3,7,3,3,0,2,1,1,3,1,1,3650.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,1,2,6,4,4,0,1,1,2,4,1,1,3014.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,2,1,5,3,3,0,1,2,2,3,1,1,1671,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,3,4,8,4,4,0,2,2,1,4,1,1,2717.2,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
6,4,3,7,3,3,0,2,2,1,3,1,1,2945.3,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15,1.3751e+15
